"word";"in documents";"total";"att_1"
"reg_ext";10;20;
"reg_fb";10;40;
"rejuven";1;1;
"rejuvenated_mocak";1;1;
"relat";10;11;
"related_guid";10;10;
"relev";10;10;
"relevant_engag";10;10;
"rembrandt";1;1;
"rembrandt_";1;1;
"rememb";10;20;
"remind";1;1;
"renaiss";1;1;
"renaissance_great";1;1;
"renov";2;2;
"renovated_southwest";1;1;
"renovation_reopen";1;1;
"report";10;10;
"reporting_inform";10;10;
"republ";1;1;
"reserv";10;10;
"reserved_rough";10;10;
"resort";1;1;
"resort_zakopan";1;1;
"restaur";1;1;"0.06682691780147322"
"restaurants_pop";1;1;
"retains_atmospher";1;1;
"retreat";1;1;
"retreated_prison";1;1;
"reward";1;1;
"rewards_explor";1;1;
"ridg";1;1;
"ridge_walk";1;1;
"right";10;10;
"rights_reserv";10;10;
"riot";1;1;
"riots_";1;1;
"river";4;4;
"river_highlight";1;1;
"river_l";1;1;
"river_wis?a";1;1;
"rivers_forest";1;1;
"rmme";10;20;
"rmme_";10;20;
"rock";1;1;
"rock_salt";1;1;
"roma";1;1;
"roma_sinti";1;1;
"room";1;1;
"rooms_ful";1;1;
"rout";1;1;
"route_europ";1;1;
"ruin";1;1;
"ruins_rebuild";1;1;
"rule";1;1;
"rule_tranquil";1;1;
"run";1;2;"0.06682691780147322"
"run_mikolajki";1;1;
"running_eastward";1;1;
"russian";1;1;
"russians_conqu";1;1;
"rynek";3;3;
"rynek_strik";1;1;
"rynek_thirteenth";1;1;
"rynek_ul";1;1;
"s_brood";1;1;
"s_church";1;1;
"s_citi";1;1;
"s_compel";1;1;
"s_gorgeou";1;1;
"s_live";1;1;
"s_monarch";1;1;
"s_old";1;1;"0.0956077047468653"
"s_poignantli";1;1;
"s_poland";1;1;
"s_promin";1;1;
"s_prosper";1;1;
"s_roma";1;1;
"s_sapisid";10;20;
"s_shortag";1;1;
"s_struggl";1;1;
"s_trade";1;1;
"s_tradit";1;1;
